mood,age,gender,subject,semester,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
Happy,21,Male,Engineering,4,0,With family,Full time,Ambivert,Single,10:00:00 AM,10:20:00 AM,2:00:00 PM,12:00:00 AM,3:00:00 AM,"Traveling, Programming",No,No,No,4,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,1,6 to 8,No,0,0,6,Moderate
Sad,23,Male,Engineering,10,3,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,2:30:00 AM,1:00:00 AM,12:01:00 AM,"Photography, Traveling, Programming",No,No,No,6,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Not at all,Often,5,3 to 5,No,3,2,13,Moderate
Happy,21,Male,Engineering,5,1,With family,None,Introvert,Single,8:00:00 AM,8:30:00 AM,2:10:00 PM,2:00:00 AM,12:30:00 AM,Programming,No,No,No,1,Not at all,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,7,0 to 2,No,0,7,4,None
Happy,24,Male,Engineering,12,1,With family,None,Introvert,Single,7:00:00 AM,8:30:00 AM,3:00:00 PM,3:00:00 AM,12:00:00 AM,"Music, Programming",Yes,No,No,3,Often,Not at all,Regularly,Not at all,Sometimes,Sometimes,Very Often,3,0 to 2,No,3,1,4,None
Happy,23,Male,Engineering,11,1,With family,None,Introvert,Single,8:00:00 AM,9:00:00 AM,3:00:00 PM,4:00:00 AM,12:30:00 AM,None,No,No,No,0,Not at all,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,4,6 to 8,Yes,0,0,5,Moderate
Sad,21,Female,Business,1,3,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,5:00:00 AM,12:00:00 AM,"Music, Traveling",No,No,No,1,Not at all,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,4,more than 8,No,5,1,20,Severe
Sad,18,Male,College ,1,2,With family,None,Extrovert,In a relationship,8:45:00 AM,9:00:00 AM,2:00:00 AM,6:00:00 AM,11:00:00 AM,"Music, Photography, Traveling",No,No,No,10,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Very Often,2,more than 8,No,0,2,13,Moderate
Tensed,25,Male,Engineering,13,0,With family,None,Extrovert,Single,8:30:00 AM,10:00:00 AM,3:00:00 PM,7:00:00 AM,12:00:00 AM,"Music, Photography, Traveling",No,No,No,3,Very Often,Not at all,Not at all,Not at all,Sometimes,Sometimes,Sometimes,1,6 to 8,No,4,1,16,Moderate
Happy,18,Male,College ,1,2,With family,None,Extrovert,In a relationship,8:45:00 AM,9:00:00 AM,2:00:00 AM,8:00:00 AM,11:00:00 AM,"Music, Photography, Traveling",No,No,No,10,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Very Often,1,more than 8,No,0,2,7,Moderate
Sad,25,Female,college ,1,2,With family,None,Extrovert,Divorced,8:30:00 AM,9:00:00 AM,2:00:00 AM,9:00:00 AM,11:00:00 AM,"Music, Dancing, Traveling, Programming",No,No,No,1,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,0,more than 8,No,0,7,6,Moderate
Tensed,19,Male,HSC,1,3,With family,None,Ambivert,Single,8:00:00 AM,10:30:00 AM,3:30:00 PM,10:00:00 AM,12:45:00 AM,Programming,No,No,No,5,Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Very Often,1,3 to 5,No,1,0,12,Moderate
Tensed,25,Female,Economics,2,3,With family,None,Extrovert,Married,11:00:00 AM,12:30:00 PM,3:00:00 PM,11:00:00 AM,2:30:00 AM,None,No,No,No,3,Very Often,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,0,3 to 5,No,0,0,6,Moderate
Happy,20,Male,Business,11,3,With family,None,Ambivert,Single,4:00:00 AM,10:00:00 AM,2:00:00 PM,12:00:00 PM,11:00:00 PM,"painting, reading",No,No,No,7,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Regularly,Very Often,2,3 to 5,No,0,0,1,None
Sad,24,Male,Business,6,0,With family,Full time,Extrovert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,1:00:00 PM,12:00:00 AM,"Photography, Traveling, Riding, Driving ",Yes,No,No,3,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,Often,2,3 to 5,No,10,1,4,None
Lost,21,Female,Business,4,3,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,1:00:00 PM,2:00:00 PM,2:00:00 AM,None,Yes,No,No,0,Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,0,2,20,Severe
Happy,19,Male,Business,2,2,With family,None,Ambivert,Single,12:00:00 PM,12:00:00 AM,3:00:00 AM,3:00:00 PM,3:00:00 AM,"Music, Traveling",No,No,No,1,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,0,1,11,Moderate
Tensed,23,Female,Business,5,2,With family,None,Ambivert,Single,10:00:00 AM,11:00:00 AM,4:00:00 PM,4:00:00 PM,5:00:00 AM,"Music, Dancing, Photography, Traveling",Yes,Yes,No,6,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,1,more than 8,No,4,2,14,Moderate
Happy,18,Female,Science ,2,2,With family,None,Extrovert,Single,4:50:00 AM,6:00:00 AM,1:45:00 AM,5:00:00 PM,12:45:00 AM,Music,No,No,No,3,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Not at all,3,6 to 8,Yes,4,1,3,None
Tensed,19,Male,Business,1,1,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 AM,6:00:00 PM,12:30:00 AM,Playing ,No,No,No,0,Sometimes,Sometimes,Sometimes,Regularly,Not at all,Not at all,Sometimes,1,more than 8,No,0,1,13,Moderate
Lost,20,Male,Not admitted yet,1,1,With family,None,Ambivert,Single,10:30:00 AM,2:00:00 PM,2:00:00 PM,7:00:00 PM,3:00:00 AM,None,Yes,No,No,5,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,0,more than 8,No,0,0,24,Severe
Tensed,19,Male,Business,1,0,Without family,None,Introvert,Single,8:00:00 AM,9:00:00 AM,3:00:00 PM,8:00:00 PM,2:00:00 AM,Music,Yes,No,No,3,Not at all,Very Often,Regularly,Sometimes,Not at all,Not at all,Not at all,1,6 to 8,No,1,1,15,Moderate
Happy,20,Male,Engineering,1,1,With family,None,Introvert,Single,8:30:00 AM,11:00:00 AM,3:00:00 PM,9:00:00 PM,1:00:00 AM,"Music, Photography, Programming",No,No,No,2,Not at all,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,5,6 to 8,No,0,3,3,None
Lost,18,Male,Business,1,1,With family,None,Introvert,Single,6:00:00 AM,7:00:00 AM,1:00:00 AM,10:00:00 PM,10:00:00 AM,None,No,No,No,2,Not at all,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,0,6 to 8,No,3,1,10,Moderate
Sad,24,Male,Engineering,7,2,With family,None,Introvert,In a relationship,4:00:00 PM,12:00:00 PM,6:00:00 PM,11:00:00 PM,8:00:00 AM,None,Yes,No,No,0,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Often,1,3 to 5,Yes,1,0,26,Severe
Happy,22,Female,Business,7,1,With family,Part time,Extrovert,In a relationship,8:30:00 AM,9:00:00 AM,2:00:00 AM,12:00:00 AM,1:00:00 AM,Music,No,No,No,2,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,3,more than 8,No,2,7,8,Moderate
Tensed,21,Female,Business,5,1,With family,None,Ambivert,Single,11:30:00 AM,12:00:00 PM,3:30:00 AM,1:00:00 AM,3:30:00 AM,"Music, Photography, Traveling",No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,4,more than 8,Yes,4,4,11,Moderate
Happy,28,Male,Law,3,4,With family,None,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:00:00 PM,2:00:00 AM,12:00:00 AM,"Music, Photography, Gym",No,No,No,4,Very Often,Sometimes,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,3,3 to 5,No,1,1,5,Moderate
Tensed,24,Male,Engineering,7,1,With family,None,Introvert,In a relationship,9:00:00 AM,11:00:00 AM,4:00:00 PM,3:00:00 AM,2:00:00 AM,"Music, Dancing, Traveling, Reading, sports",No,No,No,10,Sometimes,Sometimes,Regularly,Regularly,Sometimes,Sometimes,Sometimes,3,0 to 2,No,1,0,7,Moderate
Happy,23,Male,Engineering,12,1,Without family,Part time,Introvert,Single,9:45:00 AM,10:50:00 AM,5:00:00 PM,4:00:00 AM,2:00:00 AM,"Music, Programming",No,No,No,6,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,9,0 to 2,No,3,1,3,None
Happy,20,Female,Business,1,1,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,5:00:00 AM,12:00:00 AM,Baking,No,No,No,11,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,5,3 to 5,No,1,0,9,Moderate
Happy,21,Female,Business,5,5,With family,None,Extrovert,Single,4:30:00 AM,9:30:00 AM,2:30:00 PM,6:00:00 AM,12:15:00 AM,Music,No,No,No,1,Often,Very Often,Regularly,Not at all,Sometimes,Not at all,Sometimes,1,6 to 8,No,2,1,6,Moderate
Happy,21,Male,Engineering,11,2,With family,None,Ambivert,In a relationship,11:00:00 AM,12:00:00 PM,4:00:00 PM,7:00:00 AM,2:00:00 AM,"Music, Dancing, Photography",No,No,No,12,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,3 to 5,Yes,2,3,9,Moderate
Lost,22,Female,Engineering,11,2,With family,None,Introvert,Married,10:00:00 AM,11:00:00 AM,4:00:00 AM,8:00:00 AM,2:00:00 AM,Traveling,No,No,No,6,Not at all,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,6,3 to 5,No,3,1,12,Moderate
Happy,24,Male,Engineering,14,2,With family,Part time,Introvert,In a relationship,9:00:00 AM,9:30:00 AM,2:30:00 PM,9:00:00 AM,1:00:00 AM,"Traveling, Reading ",No,No,No,0,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,6,3 to 5,No,0,0,6,Moderate
Tensed,23,Male,Engineering,12,13,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 AM,Programming,No,No,No,2,Often,Often,Regularly,Not at all,Sometimes,Sometimes,Sometimes,7,0 to 2,No,0,8,11,Moderate
Happy,23,Male,Engineering,12,1,Without family,Full time,Ambivert,Single,12:00:00 AM,12:30:00 PM,3:00:00 PM,11:00:00 AM,4:00:00 AM,Photography,No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,5,6 to 8,Yes,2,5,10,Moderate
Lost,23,Male,Engineering,11,1,With family,None,Introvert,In a relationship,9:00:00 AM,10:00:00 AM,2:30:00 PM,12:00:00 PM,1:00:00 AM,"Music, Programming",No,No,No,1,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Often,2,3 to 5,No,2,1,10,Moderate
Happy,24,Male,Engineering,12,1,With family,Part time,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,1:00:00 PM,3:30:00 AM,"Music, Traveling, Programming",Yes,Yes,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,6 to 8,No,1,3,16,Moderate
Tensed,24,Female,Engineering,14,2,With family,None,Ambivert,Single,7:00:00 AM,9:00:00 AM,2:00:00 PM,2:00:00 PM,12:00:00 PM,"Music, Reading books",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Sometimes,4,0 to 2,Yes,1,1,23,Severe
Tensed,24,Male,Engineering,12,2,With family,None,Ambivert,In a relationship,9:30:00 AM,9:40:00 AM,1:30:00 PM,3:00:00 PM,1:30:00 AM,Traveling,No,No,No,5,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Often,3,3 to 5,No,1,1,4,None
Happy,24,Male,Engineering,12,1,With family,None,Introvert,Single,8:30:00 AM,10:00:00 AM,2:00:00 PM,4:00:00 PM,3:30:00 AM,"Music, Traveling, Programming",No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,5,1,5,Moderate
Happy,24,Male,Engineering,11,3,With family,Part time,Ambivert,Single,8:50:00 AM,9:20:00 AM,2:30:00 PM,5:00:00 PM,2:00:00 AM,"Music, Photography, Traveling",Yes,No,No,5,Often,Often,Regularly,Sometimes,Sometimes,Not at all,Often,3,3 to 5,No,3,1,10,Moderate
Lost,21,Male,Engineering,4,1,With family,None,Introvert,Single,8:50:00 AM,10:00:00 AM,2:00:00 PM,6:00:00 PM,1:30:00 AM,"Photography, Traveling, Programming",Yes,No,No,2,Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,10,0 to 2,No,2,1,1,None
Happy,23,Male,Engineering,11,1,With family,None,Introvert,Single,9:00:00 AM,9:15:00 AM,2:00:00 PM,7:00:00 PM,2:00:00 PM,"Painting, Traveling",No,No,No,6,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,6,6 to 8,No,1,1,2,None
Tensed,23,Male,Engineering,10,2,With family,Part time,Extrovert,Single,9:00:00 AM,9:30:00 AM,3:00:00 PM,8:00:00 PM,12:30:00 AM,"Music, Painting",No,No,No,4,Sometimes,Often,Sometimes,Not at all,Sometimes,Not at all,Sometimes,1,3 to 5,No,1,5,8,Moderate
Happy,23,Male,Engineering,9,1,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,9:00:00 PM,3:00:00 AM,"Traveling, Programming",No,No,No,6,Often,Often,Regularly,Sometimes,Regularly,Not at all,Often,3,3 to 5,No,3,1,11,Moderate
Happy,21,Male,Business,5,2,Without family,None,Extrovert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,10:00:00 PM,2:00:00 AM,"Photography, Traveling",No,No,No,8,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,4,3 to 5,No,2,0,7,Moderate
Sad,22,Male,Engineering,12,2,With family,None,Introvert,Single,10:30:00 AM,10:45:00 AM,2:30:00 PM,11:00:00 PM,4:00:00 AM,"Music, Photography, Reading Books",Yes,No,No,12,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Not at all,3,3 to 5,No,2,7,9,Moderate
Happy,23,Male,Engineering,11,2,With family,None,Ambivert,Single,9:00:00 AM,11:00:00 AM,3:00:00 PM,12:00:00 AM,2:00:00 AM,None,Yes,Yes,No,5,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,3 to 5,No,0,0,0,None
Tensed,24,Male,Engineering,14,1,With family,None,Ambivert,In a relationship,8:00:00 AM,10:00:00 AM,2:20:00 PM,1:00:00 AM,1:30:00 AM,Traveling,Yes,Yes,No,0,Often,Often,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,3,6 to 8,No,0,0,22,Severe
Happy,23,Male,Engineering,11,3,With family,None,Ambivert,Single,10:30:00 AM,11:00:00 AM,4:00:00 PM,2:00:00 AM,4:00:00 AM,"Music, Photography, Traveling",Yes,No,No,8,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,5,3,9,Moderate
Tensed,24,Male,MBBS,5,1,Without family,None,Introvert,Single,9:00:00 AM,11:00:00 AM,2:30:00 PM,3:00:00 AM,3:00:00 AM,None,No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,6,0 to 2,No,0,0,13,Moderate
Tensed,22,Male,Engineering,9,4,With family,Part time,Ambivert,In a relationship,9:00:00 AM,12:00:00 PM,2:30:00 PM,4:00:00 AM,4:00:00 AM,"Music, Traveling",Yes,No,No,10,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,5,3 to 5,No,0,2,5,Moderate
Lost,23,Male,Engineering,11,1,With family,Part time,Ambivert,Single,11:00:00 AM,1:00:00 PM,5:00:00 PM,5:00:00 AM,6:00:00 AM,"Music, Photography, Traveling",Yes,Yes,Yes,3,Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,3 to 5,No,0,1,10,Moderate
Lost,24,Male,Engineering,12,0,With family,None,Introvert,Single,12:00:00 PM,1:00:00 PM,1:00:00 AM,6:00:00 AM,4:00:00 AM,"Photography, Traveling, Programming",No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,0 to 2,No,1,1,14,Moderate
Sad,25,Male,Engineering,10,6,With family,None,Introvert,Single,5:20:00 AM,8:00:00 AM,2:00:00 AM,7:00:00 AM,12:00:00 AM,Traveling,Yes,No,No,0,Very Often,Often,Sometimes,Sometimes,Regularly,Not at all,Very Often,1,0 to 2,No,0,0,10,Moderate
Sad,24,Male,Engineering,12,1,With family,Part time,Ambivert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,8:00:00 AM,4:00:00 AM,"Music, Photography, Painting, Traveling, Programming",No,No,No,0,Often,Sometimes,Regularly,Sometimes,Not at all,Not at all,Sometimes,10,0 to 2,No,1,2,15,Moderate
Tensed,23,Male,Engineering,14,2,With family,None,Ambivert,Single,8:20:00 AM,9:30:00 AM,2:00:00 PM,9:00:00 AM,1:00:00 AM,Music,No,No,No,2,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,more than 8,No,5,4,6,Moderate
Tensed,23,Male,Engineering,11,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 AM,Photography,No,No,No,0,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,6,3 to 5,No,4,4,11,Moderate
Happy,22,Female,Engineering,10,2,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,4:00:00 PM,11:00:00 AM,3:30:00 AM,"Traveling, Programming",No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,3,6 to 8,Yes,3,4,5,Moderate
Tensed,24,Male,Engineering,10,1,With family,None,Ambivert,In a relationship,10:30:00 AM,11:00:00 AM,3:45:00 PM,12:00:00 PM,12:30:00 AM,None,No,No,No,2,Often,Very Often,Regularly,Sometimes,Sometimes,Not at all,Not at all,2,6 to 8,No,4,0,5,Moderate
Happy,25,Male,Business,6,2,With family,Part time,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:00:00 AM,1:00:00 PM,2:00:00 PM,Traveling,Yes,No,No,5,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,3 to 5,No,3,1,11,Moderate
Happy,22,Female,Economics,83,3,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 AM,2:00:00 PM,3:00:00 AM,Dancing,No,No,No,1,Very Often,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,3 to 5,No,1,3,10,Moderate
Happy,24,Male,Engineering,12,2,Without family,None,Extrovert,In a relationship,9:00:00 AM,9:30:00 AM,2:30:00 PM,3:00:00 PM,3:00:00 AM,Traveling,Yes,No,No,10,Not at all,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,1,6 to 8,No,3,0,8,Moderate
Tensed,22,Male,Engineering,7,2,With family,Part time,Extrovert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,4:00:00 PM,3:00:00 AM,"Painting, Traveling, Programming",Yes,No,No,8,Often,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,2,3 to 5,Yes,2,1,4,None
Lost,23,Female,Pharmacy,3,1,With family,None,Introvert,In a relationship,10:30:00 AM,11:30:00 AM,3:30:00 PM,5:00:00 PM,3:00:00 AM,"Music, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,6,6 to 8,No,1,2,8,Moderate
Happy,28,Male,Engineering,1,1,With family,Full time,Introvert,Single,8:00:00 AM,9:00:00 AM,3:00:00 PM,6:00:00 PM,1:00:00 AM,Traveling,No,No,No,5,Often,Often,Sometimes,Not at all,Sometimes,Regularly,Not at all,1,3 to 5,No,0,0,7,Moderate
Lost,21,Female,Child development and social relationship,4,0,With family,Part time,Ambivert,Single,8:30:00 AM,9:00:00 AM,2:30:00 PM,7:00:00 PM,1:00:00 AM,None,No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,5,2,2,None
Tensed,24,Male,Business,11,1,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:15:00 AM,8:00:00 PM,4:00:00 AM,"Music, Traveling",Yes,No,No,3,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,1,more than 8,Yes,3,3,15,Moderate
Sad,23,Male,Criminology,6,1,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,3:00:00 AM,9:00:00 PM,1:00:00 AM,"Music, Dancing, Traveling",No,No,No,4,Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,2,1,9,Moderate
Tensed,23,Male,Engineering,11,2,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,10:00:00 PM,3:30:00 AM,"Traveling, Programming",Yes,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,No,1,1,17,Moderate
Sad,22,Female,English Literature,2,1,With family,None,Ambivert,Single,12:30:00 PM,1:00:00 AM,4:00:00 AM,11:00:00 PM,1:00:00 AM,None,Yes,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,1,more than 8,No,3,1,9,Moderate
Happy,24,Male,Engineering,12,2,With family,Full time,Extrovert,Single,12:08:00 AM,8:50:00 AM,12:02:00 PM,12:00:00 AM,12:00:00 AM,"Music, Dancing, Photography, Traveling, Programming",Yes,Yes,No,5,Often,Often,Regularly,Sometimes,Regularly,Not at all,Very Often,2,3 to 5,No,1,2,9,Moderate
Happy,24,Male,Engineering,8,2,With family,None,Introvert,Single,6:00:00 AM,9:00:00 AM,2:00:00 PM,1:00:00 AM,12:00:00 AM,Traveling,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,0,1,9,Moderate
Happy,25,Male,Business,12,1,With family,Part time,Extrovert,Single,10:00:00 AM,10:15:00 AM,3:00:00 PM,2:00:00 AM,12:00:00 AM,"Music, Photography",Yes,Yes,No,2,Very Often,Often,Sometimes,Sometimes,Regularly,Not at all,Very Often,0,6 to 8,No,1,1,2,None
Happy,25,Male,Business,12,3,With family,Full time,Extrovert,Engaged,8:00:00 AM,7:45:00 AM,2:30:00 PM,3:00:00 AM,1:30:00 AM,Cricket,Yes,No,No,10,Sometimes,Very Often,Regularly,Regularly,Regularly,Not at all,Not at all,2,6 to 8,No,1,1,3,None
Happy,23,Male,Business,1,1,With family,Full time,Ambivert,Single,11:00:00 AM,12:00:00 AM,3:00:00 AM,4:00:00 AM,2:00:00 AM,Music,Yes,No,No,4,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,1,3 to 5,No,2,2,10,Moderate
Tensed,18,Male,Business,2,2,With family,None,Introvert,Single,11:00:00 AM,11:10:00 AM,2:30:00 PM,5:00:00 AM,3:00:00 AM,None,No,No,No,1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,6 to 8,No,4,0,18,Moderate
Lost,21,Female,Engineering,11,1,With family,Part time,Extrovert,Single,8:00:00 AM,11:00:00 AM,2:00:00 AM,6:00:00 AM,4:00:00 AM,None,No,No,No,1,Not at all,Very Often,Regularly,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,1,2,6,Moderate
Happy,24,Male,Business,9,3,With family,None,Extrovert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 AM,7:00:00 AM,1:00:00 AM,Cooking ,Yes,Yes,No,4,Often,Often,Sometimes,Sometimes,Regularly,Not at all,Often,1,3 to 5,No,4,2,4,None
Angry,24,Male,Business,15,0,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,3:30:00 AM,8:00:00 AM,1:00:00 AM,Gaming,Yes,Yes,No,5,Often,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Very Often,1,3 to 5,No,1,1,9,Moderate
Tensed,24,Male,Business,11,0,With family,None,Ambivert,Single,9:20:00 AM,11:00:00 AM,3:00:00 PM,9:00:00 AM,2:30:00 PM,Gaming,No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,1,0 to 2,No,2,1,12,Moderate
Sad,21,Male,Business,4,1,With family,None,Introvert,Single,9:00:00 AM,10:15:00 AM,2:00:00 PM,10:00:00 AM,12:00:00 AM,Gardening,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,1,0 to 2,No,1,0,11,Moderate
Happy,22,Female,Engineering,8,3,With family,None,Extrovert,Single,9:00:00 AM,11:00:00 AM,4:00:00 PM,11:00:00 AM,3:00:00 AM,"Photography, Gaming ",No,No,No,9,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,0,more than 8,No,1,0,4,None
Happy,23,Male,Engineering,10,2,With family,None,Ambivert,Single,8:00:00 AM,9:00:00 AM,2:00:00 PM,12:00:00 PM,12:00:00 AM,Music,Yes,No,No,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,6 to 8,No,2,1,6,Moderate
Tensed,23,Male,Engineering,8,1,With family,None,Introvert,In a relationship,9:00:00 AM,1:00:00 PM,4:00:00 AM,1:00:00 PM,3:00:00 AM,Programming,No,No,No,1,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Often,10,3 to 5,No,5,1,11,Moderate
Lost,22,Female,MBBS,3,1,Without family,None,Ambivert,Single,9:00:00 AM,12:00:00 PM,3:00:00 AM,2:00:00 PM,2:00:00 AM,"Music, Dancing, Photography",No,No,No,3,Very Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,2,0,10,Moderate
Tensed,19,Male,Engineering,3,2,With family,None,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:30:00 AM,3:00:00 PM,2:30:00 AM,Gaming,No,No,No,0,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Very Often,0,more than 8,Yes,0,0,14,Moderate
